heldout,k_real_train_experiments,combo_id,train_experiments,representation,n_train_windows,n_test_windows,train_positive,test_positive,auroc,auprc,f1,balanced_accuracy
TS0330E,2,4,TS0330A+TS0330G,fusion_absolute,72,39,18,16,1.0,1.0,0.9333333333333333,0.9375
TS0330E,2,4,TS0330A+TS0330G,fusion_shape,72,39,18,16,0.9972826086956522,0.9963235294117647,0.9696969696969697,0.9782608695652174
TS0330E,2,5,TS0330A+TS0330H,temperature,74,39,26,16,1.0,1.0,0.8421052631578947,0.8695652173913043
TS0330E,2,5,TS0330A+TS0330H,pressure_absolute,74,39,26,16,0.9673913043478262,0.9616815476190477,0.7619047619047619,0.7826086956521738
TS0330E,2,5,TS0330A+TS0330H,pressure_shape,74,39,26,16,0.845108695652174,0.8841428018575852,0.72,0.78125
TS0330E,2,5,TS0330A+TS0330H,fusion_absolute,74,39,26,16,0.9972826086956522,0.9963235294117647,0.9411764705882353,0.9565217391304348
TS0330E,2,5,TS0330A+TS0330H,fusion_shape,74,39,26,16,0.9483695652173914,0.9525240384615384,0.8484848484848485,0.8722826086956521
TS0330E,2,6,TS0330B+TS0330C,temperature,74,39,11,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,2,6,TS0330B+TS0330C,pressure_absolute,74,39,11,16,0.7282608695652174,0.5810329426116165,0.0,0.5
TS0330E,2,6,TS0330B+TS0330C,pressure_shape,74,39,11,16,0.26902173913043476,0.4011835285179456,0.2777777777777778,0.33016304347826086
TS0330E,2,6,TS0330B+TS0330C,fusion_absolute,74,39,11,16,1.0,1.0,0.0,0.5
TS0330E,2,6,TS0330B+TS0330C,fusion_shape,74,39,11,16,0.9293478260869565,0.907418594047851,0.7878787878787878,0.8192934782608696
TS0330E,2,7,TS0330B+TS0330D,temperature,73,39,15,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,2,7,TS0330B+TS0330D,pressure_absolute,73,39,15,16,0.7445652173913043,0.6265526126557431,0.6857142857142857,0.7228260869565217
TS0330E,2,7,TS0330B+TS0330D,pressure_shape,73,39,15,16,0.20923913043478262,0.2930757584262742,0.375,0.28125
TS0330E,2,7,TS0330B+TS0330D,fusion_absolute,73,39,15,16,0.9972826086956522,0.9963235294117647,0.9411764705882353,0.9565217391304348
TS0330E,2,7,TS0330B+TS0330D,fusion_shape,73,39,15,16,0.9918478260869565,0.9891493055555556,0.8888888888888888,0.9130434782608696
TS0330E,2,8,TS0330B+TS0330F,temperature,74,39,19,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,2,8,TS0330B+TS0330F,pressure_absolute,74,39,19,16,0.8342391304347826,0.6982370054541822,0.7441860465116279,0.7608695652173914
TS0330E,2,8,TS0330B+TS0330F,pressure_shape,74,39,19,16,0.2690217391304348,0.3583565357137044,0.3829787234042553,0.3029891304347826
TS0330E,2,8,TS0330B+TS0330F,fusion_absolute,74,39,19,16,1.0,1.0,0.8421052631578947,0.8695652173913043
TS0330E,2,8,TS0330B+TS0330F,fusion_shape,74,39,19,16,0.904891304347826,0.8586908750971252,0.8421052631578947,0.8695652173913043
TS0330E,2,9,TS0330B+TS0330G,temperature,72,39,15,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,2,9,TS0330B+TS0330G,pressure_absolute,72,39,15,16,0.8586956521739131,0.855899309024309,0.7441860465116279,0.7608695652173914
TS0330E,2,9,TS0330B+TS0330G,pressure_shape,72,39,15,16,0.13315217391304346,0.2772407130060766,0.23255813953488372,0.1779891304347826
TS0330E,2,9,TS0330B+TS0330G,fusion_absolute,72,39,15,16,0.9728260869565217,0.9665296052631579,0.8,0.8260869565217391
TS0330E,2,9,TS0330B+TS0330G,fusion_shape,72,39,15,16,0.9157608695652174,0.8910854127046582,0.7777777777777778,0.8070652173913043
TS0330E,2,10,TS0330B+TS0330H,temperature,74,39,23,16,1.0,1.0,0.8888888888888888,0.9130434782608696
TS0330E,2,10,TS0330B+TS0330H,pressure_absolute,74,39,23,16,0.8695652173913044,0.8593175167224081,0.7441860465116279,0.7608695652173914
TS0330E,2,10,TS0330B+TS0330H,pressure_shape,74,39,23,16,0.23369565217391308,0.41961798638638953,0.21621621621621623,0.2554347826086957
TS0330E,2,10,TS0330B+TS0330H,fusion_absolute,74,39,23,16,0.9945652173913044,0.9924172794117647,0.7804878048780488,0.8043478260869565
TS0330E,2,10,TS0330B+TS0330H,fusion_shape,74,39,23,16,0.9184782608695652,0.8939730666220604,0.8571428571428571,0.8817934782608696
TS0330E,2,11,TS0330C+TS0330D,temperature,65,39,10,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,2,11,TS0330C+TS0330D,pressure_absolute,65,39,10,16,0.8641304347826086,0.8020772322563655,0.5818181818181818,0.5
TS0330E,2,11,TS0330C+TS0330D,pressure_shape,65,39,10,16,0.625,0.6357364422891172,0.4,0.5692934782608696
TS0330E,2,11,TS0330C+TS0330D,fusion_absolute,65,39,10,16,0.9347826086956522,0.9387473739495797,0.6956521739130435,0.6956521739130435
TS0330E,2,11,TS0330C+TS0330D,fusion_shape,65,39,10,16,0.967391304347826,0.95569512724118,0.875,0.8940217391304348
TS0330E,2,12,TS0330C+TS0330F,temperature,66,39,14,16,1.0,1.0,0.8888888888888888,0.9130434782608696
TS0330E,2,12,TS0330C+TS0330F,pressure_absolute,66,39,14,16,0.9157608695652174,0.8693043325783264,0.8205128205128205,0.8478260869565217
TS0330E,2,12,TS0330C+TS0330F,pressure_shape,66,39,14,16,0.8532608695652174,0.8500309739280327,0.6428571428571429,0.7160326086956521
TS0330E,2,12,TS0330C+TS0330F,fusion_absolute,66,39,14,16,0.9972826086956522,0.9963235294117647,0.967741935483871,0.96875
TS0330E,2,12,TS0330C+TS0330F,fusion_shape,66,39,14,16,0.9347826086956521,0.9198072470615041,0.8108108108108109,0.8383152173913043
TS0330E,2,13,TS0330C+TS0330G,temperature,64,39,10,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,2,13,TS0330C+TS0330G,pressure_absolute,64,39,10,16,0.9076086956521738,0.8771121799475632,0.7619047619047619,0.7826086956521738
TS0330E,2,13,TS0330C+TS0330G,pressure_shape,64,39,10,16,0.44836956521739124,0.5355450019018264,0.2962962962962963,0.47282608695652173
TS0330E,2,13,TS0330C+TS0330G,fusion_absolute,64,39,10,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,2,13,TS0330C+TS0330G,fusion_shape,64,39,10,16,0.9945652173913044,0.9930555555555556,0.8888888888888888,0.9130434782608696
TS0330E,2,14,TS0330C+TS0330H,temperature,66,39,18,16,1.0,1.0,0.8888888888888888,0.9130434782608696
TS0330E,2,14,TS0330C+TS0330H,pressure_absolute,66,39,18,16,0.8722826086956521,0.7910777282881117,0.7272727272727273,0.7391304347826086
TS0330E,2,14,TS0330C+TS0330H,pressure_shape,66,39,18,16,0.7989130434782609,0.8328715149407284,0.47619047619047616,0.65625
TS0330E,2,14,TS0330C+TS0330H,fusion_absolute,66,39,18,16,0.9972826086956522,0.9963235294117647,0.8571428571428571,0.875
TS0330E,2,14,TS0330C+TS0330H,fusion_shape,66,39,18,16,0.9809782608695652,0.9770833333333333,0.8823529411764706,0.9035326086956521
TS0330E,2,15,TS0330D+TS0330F,temperature,65,39,18,16,1.0,1.0,0.8648648648648649,0.8913043478260869
TS0330E,2,15,TS0330D+TS0330F,pressure_absolute,65,39,18,16,0.9103260869565217,0.8610365586855525,0.8,0.8260869565217391
TS0330E,2,15,TS0330D+TS0330F,pressure_shape,65,39,18,16,0.5760869565217391,0.6127417467692067,0.5957446808510638,0.5679347826086957
TS0330E,2,15,TS0330D+TS0330F,fusion_absolute,65,39,18,16,0.9836956521739131,0.9812127976190477,0.8,0.8260869565217391
TS0330E,2,15,TS0330D+TS0330F,fusion_shape,65,39,18,16,0.9891304347826088,0.985702614379085,0.8205128205128205,0.8478260869565217
TS0330E,2,16,TS0330D+TS0330G,temperature,63,39,14,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,2,16,TS0330D+TS0330G,pressure_absolute,63,39,14,16,0.8831521739130436,0.8391531360581284,0.64,0.6086956521739131
TS0330E,2,16,TS0330D+TS0330G,pressure_shape,63,39,14,16,0.33695652173913043,0.337968785841996,0.4,0.34646739130434784
TS0330E,2,16,TS0330D+TS0330G,fusion_absolute,63,39,14,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,2,16,TS0330D+TS0330G,fusion_shape,63,39,14,16,0.9755434782608696,0.9701754385964912,0.8205128205128205,0.8478260869565217
TS0330E,2,17,TS0330D+TS0330H,temperature,65,39,22,16,1.0,1.0,0.8648648648648649,0.8913043478260869
TS0330E,2,17,TS0330D+TS0330H,pressure_absolute,65,39,22,16,0.9157608695652174,0.873367125381928,0.64,0.6086956521739131
TS0330E,2,17,TS0330D+TS0330H,pressure_shape,65,39,22,16,0.8532608695652174,0.8495139169012917,0.6666666666666666,0.6644021739130435
TS0330E,2,17,TS0330D+TS0330H,fusion_absolute,65,39,22,16,0.9972826086956522,0.9963235294117647,0.896551724137931,0.90625
TS0330E,2,17,TS0330D+TS0330H,fusion_shape,65,39,22,16,0.9918478260869565,0.9891493055555556,0.9411764705882353,0.9565217391304348
TS0330E,2,18,TS0330F+TS0330G,temperature,64,39,18,16,1.0,1.0,0.8648648648648649,0.8913043478260869
TS0330E,2,18,TS0330F+TS0330G,pressure_absolute,64,39,18,16,0.9293478260869565,0.8840505950340509,0.7441860465116279,0.7608695652173914
TS0330E,2,18,TS0330F+TS0330G,pressure_shape,64,39,18,16,0.2581521739130435,0.36343554392586236,0.425531914893617,0.3559782608695652
TS0330E,2,18,TS0330F+TS0330G,fusion_absolute,64,39,18,16,1.0,1.0,0.8,0.8260869565217391
TS0330E,2,18,TS0330F+TS0330G,fusion_shape,64,39,18,16,1.0,1.0,0.8205128205128205,0.8478260869565217
TS0330E,2,19,TS0330F+TS0330H,temperature,66,39,26,16,1.0,1.0,0.8205128205128205,0.8478260869565217
TS0330E,2,19,TS0330F+TS0330H,pressure_absolute,66,39,26,16,0.9429347826086957,0.9077530210802269,0.0,0.5
TS0330E,2,19,TS0330F+TS0330H,pressure_shape,66,39,26,16,0.8586956521739131,0.8427887506012506,0.7142857142857143,0.7296195652173914
TS0330E,2,19,TS0330F+TS0330H,fusion_absolute,66,39,26,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,2,19,TS0330F+TS0330H,fusion_shape,66,39,26,16,1.0,1.0,0.8648648648648649,0.8913043478260869
TS0330E,2,20,TS0330G+TS0330H,temperature,64,39,22,16,1.0,1.0,0.8421052631578947,0.8695652173913043
TS0330E,2,20,TS0330G+TS0330H,pressure_absolute,64,39,22,16,0.8559782608695652,0.8653123506927854,0.6956521739130435,0.6956521739130435
TS0330E,2,20,TS0330G+TS0330H,pressure_shape,64,39,22,16,0.6331521739130435,0.5324454101681647,0.5,0.6100543478260869
TS0330E,2,20,TS0330G+TS0330H,fusion_absolute,64,39,22,16,0.9755434782608696,0.9705357142857143,0.0,0.5
TS0330E,2,20,TS0330G+TS0330H,fusion_shape,64,39,22,16,0.9918478260869565,0.9882506127450981,0.8,0.8260869565217391
TS0330E,4,0,TS0330A+TS0330B+TS0330C+TS0330D,temperature,147,39,29,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,4,0,TS0330A+TS0330B+TS0330C+TS0330D,pressure_absolute,147,39,29,16,0.9375,0.8912373627834155,0.8205128205128205,0.8478260869565217
TS0330E,4,0,TS0330A+TS0330B+TS0330C+TS0330D,pressure_shape,147,39,29,16,0.532608695652174,0.5988861611563818,0.3870967741935484,0.49184782608695654
TS0330E,4,0,TS0330A+TS0330B+TS0330C+TS0330D,fusion_absolute,147,39,29,16,0.9972826086956522,0.9963235294117647,0.6666666666666666,0.75
TS0330E,4,0,TS0330A+TS0330B+TS0330C+TS0330D,fusion_shape,147,39,29,16,0.9945652173913044,0.9924172794117647,0.9375,0.9470108695652174
TS0330E,4,1,TS0330A+TS0330B+TS0330C+TS0330F,temperature,148,39,33,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,1,TS0330A+TS0330B+TS0330C+TS0330F,pressure_absolute,148,39,33,16,0.9565217391304348,0.9415194180819181,0.7804878048780488,0.8043478260869565
TS0330E,4,1,TS0330A+TS0330B+TS0330C+TS0330F,pressure_shape,148,39,33,16,0.5978260869565217,0.655818203106806,0.48484848484848486,0.5543478260869565
TS0330E,4,1,TS0330A+TS0330B+TS0330C+TS0330F,fusion_absolute,148,39,33,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,4,1,TS0330A+TS0330B+TS0330C+TS0330F,fusion_shape,148,39,33,16,0.9891304347826088,0.985702614379085,0.9142857142857143,0.9347826086956521
TS0330E,4,2,TS0330A+TS0330B+TS0330C+TS0330G,temperature,146,39,29,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,4,2,TS0330A+TS0330B+TS0330C+TS0330G,pressure_absolute,146,39,29,16,0.9429347826086956,0.9335210659223818,0.7804878048780488,0.8043478260869565
TS0330E,4,2,TS0330A+TS0330B+TS0330C+TS0330G,pressure_shape,146,39,29,16,0.32065217391304346,0.38656843648846234,0.3225806451612903,0.4388586956521739
TS0330E,4,2,TS0330A+TS0330B+TS0330C+TS0330G,fusion_absolute,146,39,29,16,1.0,1.0,1.0,1.0
TS0330E,4,2,TS0330A+TS0330B+TS0330C+TS0330G,fusion_shape,146,39,29,16,0.9972826086956522,0.9963235294117647,0.9375,0.9470108695652174
TS0330E,4,3,TS0330A+TS0330B+TS0330C+TS0330H,temperature,148,39,37,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,3,TS0330A+TS0330B+TS0330C+TS0330H,pressure_absolute,148,39,37,16,0.9538043478260869,0.9447133458646616,0.7441860465116279,0.7608695652173914
TS0330E,4,3,TS0330A+TS0330B+TS0330C+TS0330H,pressure_shape,148,39,37,16,0.6005434782608696,0.6445858449893226,0.41379310344827586,0.5353260869565217
TS0330E,4,3,TS0330A+TS0330B+TS0330C+TS0330H,fusion_absolute,148,39,37,16,1.0,1.0,0.8888888888888888,0.9130434782608696
TS0330E,4,3,TS0330A+TS0330B+TS0330C+TS0330H,fusion_shape,148,39,37,16,0.9782608695652174,0.9719024122807017,0.8484848484848485,0.8722826086956521
TS0330E,4,4,TS0330A+TS0330B+TS0330D+TS0330F,temperature,147,39,37,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,4,TS0330A+TS0330B+TS0330D+TS0330F,pressure_absolute,147,39,37,16,0.9375,0.899253968049924,0.7804878048780488,0.8043478260869565
TS0330E,4,4,TS0330A+TS0330B+TS0330D+TS0330F,pressure_shape,147,39,37,16,0.5054347826086956,0.5913644373348321,0.45714285714285713,0.5108695652173914
TS0330E,4,4,TS0330A+TS0330B+TS0330D+TS0330F,fusion_absolute,147,39,37,16,1.0,1.0,0.8888888888888888,0.9130434782608696
TS0330E,4,4,TS0330A+TS0330B+TS0330D+TS0330F,fusion_shape,147,39,37,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,4,5,TS0330A+TS0330B+TS0330D+TS0330G,temperature,145,39,33,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,4,5,TS0330A+TS0330B+TS0330D+TS0330G,pressure_absolute,145,39,33,16,0.9347826086956522,0.8965127399797486,0.7804878048780488,0.8043478260869565
TS0330E,4,5,TS0330A+TS0330B+TS0330D+TS0330G,pressure_shape,145,39,33,16,0.3940217391304348,0.5206042139381923,0.42105263157894735,0.44565217391304346
TS0330E,4,5,TS0330A+TS0330B+TS0330D+TS0330G,fusion_absolute,145,39,33,16,1.0,1.0,0.967741935483871,0.96875
TS0330E,4,5,TS0330A+TS0330B+TS0330D+TS0330G,fusion_shape,145,39,33,16,1.0,1.0,1.0,1.0
TS0330E,4,6,TS0330A+TS0330B+TS0330D+TS0330H,temperature,147,39,41,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,4,6,TS0330A+TS0330B+TS0330D+TS0330H,pressure_absolute,147,39,41,16,0.9565217391304348,0.9401174757260284,0.7441860465116279,0.7608695652173914
TS0330E,4,6,TS0330A+TS0330B+TS0330D+TS0330H,pressure_shape,147,39,41,16,0.6440217391304348,0.6464172296102877,0.45161290322580644,0.5448369565217391
TS0330E,4,6,TS0330A+TS0330B+TS0330D+TS0330H,fusion_absolute,147,39,41,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,4,6,TS0330A+TS0330B+TS0330D+TS0330H,fusion_shape,147,39,41,16,1.0,1.0,1.0,1.0
TS0330E,4,7,TS0330A+TS0330B+TS0330F+TS0330G,temperature,146,39,37,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,7,TS0330A+TS0330B+TS0330F+TS0330G,pressure_absolute,146,39,37,16,0.9565217391304348,0.9389152514152513,0.7804878048780488,0.8043478260869565
TS0330E,4,7,TS0330A+TS0330B+TS0330F+TS0330G,pressure_shape,146,39,37,16,0.4184782608695652,0.487355685183665,0.45,0.45516304347826086
TS0330E,4,7,TS0330A+TS0330B+TS0330F+TS0330G,fusion_absolute,146,39,37,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,7,TS0330A+TS0330B+TS0330F+TS0330G,fusion_shape,146,39,37,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,4,8,TS0330A+TS0330B+TS0330F+TS0330H,temperature,148,39,45,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,4,8,TS0330A+TS0330B+TS0330F+TS0330H,pressure_absolute,148,39,45,16,0.9728260869565217,0.9694940476190477,0.7619047619047619,0.7826086956521738
TS0330E,4,8,TS0330A+TS0330B+TS0330F+TS0330H,pressure_shape,148,39,45,16,0.6929347826086957,0.7188891974609265,0.5294117647058824,0.5855978260869565
TS0330E,4,8,TS0330A+TS0330B+TS0330F+TS0330H,fusion_absolute,148,39,45,16,1.0,1.0,0.8888888888888888,0.9130434782608696
TS0330E,4,8,TS0330A+TS0330B+TS0330F+TS0330H,fusion_shape,148,39,45,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,9,TS0330A+TS0330B+TS0330G+TS0330H,temperature,146,39,41,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,4,9,TS0330A+TS0330B+TS0330G+TS0330H,pressure_absolute,146,39,41,16,0.9320652173913042,0.92005772005772,0.7619047619047619,0.7826086956521738
TS0330E,4,9,TS0330A+TS0330B+TS0330G+TS0330H,pressure_shape,146,39,41,16,0.4592391304347826,0.5265110047617787,0.42424242424242425,0.5013586956521738
TS0330E,4,9,TS0330A+TS0330B+TS0330G+TS0330H,fusion_absolute,146,39,41,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,4,9,TS0330A+TS0330B+TS0330G+TS0330H,fusion_shape,146,39,41,16,0.9592391304347826,0.959280303030303,0.8484848484848485,0.8722826086956521
TS0330E,4,10,TS0330A+TS0330C+TS0330D+TS0330F,temperature,139,39,32,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,10,TS0330A+TS0330C+TS0330D+TS0330F,pressure_absolute,139,39,32,16,0.9402173913043479,0.9104394839229397,0.8,0.8260869565217391
TS0330E,4,10,TS0330A+TS0330C+TS0330D+TS0330F,pressure_shape,139,39,32,16,0.8043478260869564,0.7676995266730173,0.5,0.6440217391304348
TS0330E,4,10,TS0330A+TS0330C+TS0330D+TS0330F,fusion_absolute,139,39,32,16,1.0,1.0,1.0,1.0
TS0330E,4,10,TS0330A+TS0330C+TS0330D+TS0330F,fusion_shape,139,39,32,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,4,11,TS0330A+TS0330C+TS0330D+TS0330G,temperature,137,39,28,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,11,TS0330A+TS0330C+TS0330D+TS0330G,pressure_absolute,137,39,28,16,0.9347826086956522,0.8956825394784953,0.8205128205128205,0.8478260869565217
TS0330E,4,11,TS0330A+TS0330C+TS0330D+TS0330G,pressure_shape,137,39,28,16,0.5760869565217391,0.6223144034262669,0.43478260869565216,0.6127717391304348
TS0330E,4,11,TS0330A+TS0330C+TS0330D+TS0330G,fusion_absolute,137,39,28,16,1.0,1.0,0.896551724137931,0.90625
TS0330E,4,11,TS0330A+TS0330C+TS0330D+TS0330G,fusion_shape,137,39,28,16,1.0,1.0,0.967741935483871,0.96875
TS0330E,4,12,TS0330A+TS0330C+TS0330D+TS0330H,temperature,139,39,36,16,1.0,1.0,0.8888888888888888,0.9130434782608696
TS0330E,4,12,TS0330A+TS0330C+TS0330D+TS0330H,pressure_absolute,139,39,36,16,0.9673913043478262,0.9585565476190476,0.7272727272727273,0.7391304347826086
TS0330E,4,12,TS0330A+TS0330C+TS0330D+TS0330H,pressure_shape,139,39,36,16,0.8858695652173914,0.8729321713993482,0.6666666666666666,0.75
TS0330E,4,12,TS0330A+TS0330C+TS0330D+TS0330H,fusion_absolute,139,39,36,16,1.0,1.0,0.8571428571428571,0.875
TS0330E,4,12,TS0330A+TS0330C+TS0330D+TS0330H,fusion_shape,139,39,36,16,1.0,1.0,0.967741935483871,0.96875
TS0330E,4,13,TS0330A+TS0330C+TS0330F+TS0330G,temperature,138,39,32,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,13,TS0330A+TS0330C+TS0330F+TS0330G,pressure_absolute,138,39,32,16,0.9619565217391305,0.9485405219780221,0.8205128205128205,0.8478260869565217
TS0330E,4,13,TS0330A+TS0330C+TS0330F+TS0330G,pressure_shape,138,39,32,16,0.6603260869565217,0.6525857403472969,0.42857142857142855,0.5570652173913043
TS0330E,4,13,TS0330A+TS0330C+TS0330F+TS0330G,fusion_absolute,138,39,32,16,1.0,1.0,0.967741935483871,0.96875
TS0330E,4,13,TS0330A+TS0330C+TS0330F+TS0330G,fusion_shape,138,39,32,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,4,14,TS0330A+TS0330C+TS0330F+TS0330H,temperature,140,39,40,16,1.0,1.0,0.8888888888888888,0.9130434782608696
TS0330E,4,14,TS0330A+TS0330C+TS0330F+TS0330H,pressure_absolute,140,39,40,16,0.9755434782608696,0.9705357142857143,0.7619047619047619,0.7826086956521738
TS0330E,4,14,TS0330A+TS0330C+TS0330F+TS0330H,pressure_shape,140,39,40,16,0.9266304347826088,0.9223049872122762,0.72,0.78125
TS0330E,4,14,TS0330A+TS0330C+TS0330F+TS0330H,fusion_absolute,140,39,40,16,1.0,1.0,0.967741935483871,0.96875
TS0330E,4,14,TS0330A+TS0330C+TS0330F+TS0330H,fusion_shape,140,39,40,16,1.0,1.0,1.0,1.0
TS0330E,4,15,TS0330A+TS0330C+TS0330G+TS0330H,temperature,138,39,36,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,4,15,TS0330A+TS0330C+TS0330G+TS0330H,pressure_absolute,138,39,36,16,0.9619565217391305,0.9556051587301587,0.7619047619047619,0.7826086956521738
TS0330E,4,15,TS0330A+TS0330C+TS0330G+TS0330H,pressure_shape,138,39,36,16,0.8315217391304348,0.8536223902516472,0.6666666666666666,0.75
TS0330E,4,15,TS0330A+TS0330C+TS0330G+TS0330H,fusion_absolute,138,39,36,16,1.0,1.0,0.967741935483871,0.96875
TS0330E,4,15,TS0330A+TS0330C+TS0330G+TS0330H,fusion_shape,138,39,36,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,4,16,TS0330A+TS0330D+TS0330F+TS0330G,temperature,137,39,36,16,1.0,1.0,0.9142857142857143,0.9347826086956521
TS0330E,4,16,TS0330A+TS0330D+TS0330F+TS0330G,pressure_absolute,137,39,36,16,0.9293478260869565,0.8863495113954674,0.8205128205128205,0.8478260869565217
TS0330E,4,16,TS0330A+TS0330D+TS0330F+TS0330G,pressure_shape,137,39,36,16,0.5597826086956522,0.6337639625170857,0.45714285714285713,0.5108695652173914
TS0330E,4,16,TS0330A+TS0330D+TS0330F+TS0330G,fusion_absolute,137,39,36,16,1.0,1.0,1.0,1.0
TS0330E,4,16,TS0330A+TS0330D+TS0330F+TS0330G,fusion_shape,137,39,36,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,17,TS0330A+TS0330D+TS0330F+TS0330H,temperature,139,39,44,16,1.0,1.0,0.8648648648648649,0.8913043478260869
TS0330E,4,17,TS0330A+TS0330D+TS0330F+TS0330H,pressure_absolute,139,39,44,16,0.9565217391304348,0.9436698363555949,0.7272727272727273,0.7391304347826086
TS0330E,4,17,TS0330A+TS0330D+TS0330F+TS0330H,pressure_shape,139,39,44,16,0.8967391304347827,0.8867134784075573,0.7692307692307693,0.8125
TS0330E,4,17,TS0330A+TS0330D+TS0330F+TS0330H,fusion_absolute,139,39,44,16,0.9891304347826086,0.9875,0.8888888888888888,0.9130434782608696
TS0330E,4,17,TS0330A+TS0330D+TS0330F+TS0330H,fusion_shape,139,39,44,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,18,TS0330A+TS0330D+TS0330G+TS0330H,temperature,137,39,40,16,1.0,1.0,0.8888888888888888,0.9130434782608696
TS0330E,4,18,TS0330A+TS0330D+TS0330G+TS0330H,pressure_absolute,137,39,40,16,0.9673913043478262,0.9534373102387809,0.7619047619047619,0.7826086956521738
TS0330E,4,18,TS0330A+TS0330D+TS0330G+TS0330H,pressure_shape,137,39,40,16,0.9293478260869565,0.9333333333333333,0.7692307692307693,0.8125
TS0330E,4,18,TS0330A+TS0330D+TS0330G+TS0330H,fusion_absolute,137,39,40,16,1.0,1.0,0.967741935483871,0.96875
TS0330E,4,18,TS0330A+TS0330D+TS0330G+TS0330H,fusion_shape,137,39,40,16,1.0,1.0,1.0,1.0
TS0330E,4,19,TS0330A+TS0330F+TS0330G+TS0330H,temperature,138,39,44,16,1.0,1.0,0.8648648648648649,0.8913043478260869
TS0330E,4,19,TS0330A+TS0330F+TS0330G+TS0330H,pressure_absolute,138,39,44,16,0.9728260869565217,0.9694940476190477,0.7619047619047619,0.7826086956521738
TS0330E,4,19,TS0330A+TS0330F+TS0330G+TS0330H,pressure_shape,138,39,44,16,0.9510869565217391,0.9479404976115502,0.8148148148148148,0.84375
TS0330E,4,19,TS0330A+TS0330F+TS0330G+TS0330H,fusion_absolute,138,39,44,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,19,TS0330A+TS0330F+TS0330G+TS0330H,fusion_shape,138,39,44,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,20,TS0330B+TS0330C+TS0330D+TS0330F,temperature,139,39,29,16,1.0,1.0,0.9411764705882353,0.9565217391304348
TS0330E,4,20,TS0330B+TS0330C+TS0330D+TS0330F,pressure_absolute,139,39,29,16,0.8505434782608695,0.70761380459281,0.7619047619047619,0.7826086956521738
TS0330E,4,20,TS0330B+TS0330C+TS0330D+TS0330F,pressure_shape,139,39,29,16,0.37771739130434784,0.4170760393246942,0.3684210526315789,0.39266304347826086
TS0330E,4,20,TS0330B+TS0330C+TS0330D+TS0330F,fusion_absolute,139,39,29,16,1.0,1.0,0.8888888888888888,0.9130434782608696
TS0330E,4,20,TS0330B+TS0330C+TS0330D+TS0330F,fusion_shape,139,39,29,16,0.9646739130434783,0.9543351715686275,0.8421052631578947,0.8695652173913043
TS0330E,4,21,TS0330B+TS0330C+TS0330D+TS0330G,temperature,137,39,25,16,1.0,1.0,0.9696969696969697,0.9782608695652174
TS0330E,4,21,TS0330B+TS0330C+TS0330D+TS0330G,pressure_absolute,137,39,25,16,0.8994565217391304,0.821842640181456,0.7619047619047619,0.7826086956521738
