heldout,method,model,representation,pair_count,mae_s,rmse_s,medae_s,r2,bias_s,aug_mean
TS0330E,racdiff,huber,pressure_absolute,3,110.36883015846043,127.3725834693031,107.77055006038061,-0.3261831622686191,42.97871628937549,42.333333333333336
TS0330E,racdiff,huber,pressure_shape,3,112.66444083984379,132.16242492349514,107.15807899152951,-0.43169067862817195,36.2092691691845,42.333333333333336
TS0330E,racdiff,huber,temperature,3,40.70786398392789,47.75937562676571,31.426103513372254,0.7496064331669995,31.91777949820502,42.333333333333336
TS0330E,racdiff,rf,fusion_absolute,3,40.01515968076299,45.20193454420095,35.82433422904817,0.7918416119071844,34.97240119955885,42.333333333333336
TS0330E,racdiff,rf,fusion_shape,3,40.595004151116605,45.53400871839987,35.91959355451953,0.7879533782672167,35.42237315141127,42.333333333333336
TS0330E,racdiff,rf,pressure_absolute,3,78.00902620516372,96.0217328973719,66.53127825268372,0.22643485792612128,16.74013628780497,42.333333333333336
TS0330E,racdiff,rf,pressure_shape,3,107.74762227271538,128.26351466869332,98.57817654772913,-0.3218365354809543,34.67538272894647,42.333333333333336
TS0330E,racdiff,rf,temperature,3,41.59610451581315,45.916815989292296,37.75849844015685,0.7837037566835191,32.12023052380221,42.333333333333336
TS0330E,real_only,huber,fusion_absolute,3,79.35069021059358,83.84788526087071,75.97753189475607,0.23132977970347968,31.413601115717995,0.0
TS0330E,real_only,huber,fusion_shape,3,42.083715679565586,54.35914937253086,31.537746615181238,0.7393120684372988,36.37134766530499,0.0
TS0330E,real_only,huber,pressure_absolute,3,152.44025555816685,171.24235371422517,147.38846679620175,-1.6728081475729573,85.35623060280977,0.0
TS0330E,real_only,huber,pressure_shape,3,99.48809046024724,119.18807116935714,84.08484702073953,-0.2064994976283998,35.93221761922225,0.0
TS0330E,real_only,huber,temperature,3,41.91290897575686,48.36140892459391,32.934458120301976,0.7446946884580109,35.05816515626178,0.0
TS0330E,real_only,rf,fusion_absolute,3,38.336610469018915,45.31106601926121,32.85778466993901,0.8023442343212724,32.81435261121688,0.0
TS0330E,real_only,rf,fusion_shape,3,38.79463059366317,44.593486916499614,34.69947784902363,0.7993221520160696,34.36254563204842,0.0
TS0330E,real_only,rf,pressure_absolute,3,88.96016706763601,111.36209696208432,76.83025172600367,-0.06961887496077024,40.46995308306379,0.0
TS0330E,real_only,rf,pressure_shape,3,104.60811935415143,125.00205823559615,91.69024772998432,-0.2567839133154247,36.047762222911565,0.0
TS0330E,real_only,rf,temperature,3,40.565744864567314,45.66196600358012,36.85794956713179,0.7877733257185923,32.120255849137926,0.0
TS0330F,classical_anchor_matched,huber,fusion_absolute,3,176.19229290192058,176.65782558678498,175.30241164000776,-3.5020714010261855,149.98899467153436,63.333333333333336
TS0330F,classical_anchor_matched,huber,fusion_shape,3,47.358447233371315,51.229083069916705,48.329508350613715,0.6790680182657932,35.427392068832795,63.333333333333336
TS0330F,classical_anchor_matched,huber,pressure_absolute,3,116.6521902199578,137.16219247977648,103.28967907593392,-1.2958637764537337,-37.2820610094662,63.333333333333336
TS0330F,classical_anchor_matched,huber,pressure_shape,3,124.20165722646027,154.03279917219365,106.05837757957347,-1.7973402989944383,50.13063516316574,63.333333333333336
TS0330F,classical_anchor_matched,huber,temperature,3,43.56212474657409,45.94817122671961,42.79797548405899,0.6985491642741556,38.25836158299727,63.333333333333336
TS0330F,classical_anchor_matched,rf,fusion_absolute,3,45.084228416539965,51.26207294622959,42.408648866565535,0.7083662607547359,40.445150517142515,63.333333333333336
TS0330F,classical_anchor_matched,rf,fusion_shape,3,49.23945333647665,53.41538212332785,44.4245444227135,0.6680262011403375,29.17114624615432,63.333333333333336
TS0330F,classical_anchor_matched,rf,pressure_absolute,3,114.81439523992181,135.64516676790421,101.91042105133944,-1.061809797174389,10.035519614326176,63.333333333333336
